Product,PurchaseDate,Price,UserID
Food & Beverage,2022-07-07,449.90867413652006,User_654
Technology,2021-04-22,944.5559476435053,User_697
Food & Beverage,2022-09-07,57.36042438196842,User_443
Books,2023-07-13,851.6702257529971,User_753
Cosmetics,2022-04-20,997.6067670165127,User_520
Technology,2023-04-16,888.0726897740386,User_584
Cosmetics,2021-09-28,812.332219759469,User_915
Clothing,2022-02-25,380.5629334722614,User_288
Books,2022-12-08,239.00104043967056,User_95
Toys,2021-02-09,737.502015294605,User_669
Books,2021-07-08,311.5296126256827,User_41
Technology,2023-09-21,184.27928533342097,User_331
Toys,2022-06-20,788.6606282325554,User_813
Clothing,2023-10-25,319.418215714355,User_781
Technology,2021-10-17,915.297312192465,User_155
Shoes,2022-03-09,842.226318370934,User_504
Cosmetics,2022-04-16,849.1639262141626,User_275
Clothing,2022-09-20,773.8540287952679,User_666
Cosmetics,2021-10-06,882.0726095369893,User_565
Food & Beverage,2023-05-27,807.689423256339,User_179
Shoes,2022-08-04,606.4862499389814,User_933
Shoes,2023-05-13,302.8644913960445,User_752
Clothing,2021-09-11,889.3271012820076,User_137
Shoes,2021-06-30,842.19758654546,User_767
Toys,2022-11-12,478.15052898843965,User_988
Shoes,2023-04-05,48.68789914193564,User_736
Cosmetics,2022-12-01,642.1582901278944,User_180
Cosmetics,2022-07-20,60.09088513981592,User_182
Technology,2022-11-11,927.0171622299232,User_259
Cosmetics,2022-01-26,962.014944059054,User_243
Technology,2021-07-31,197.59524444060818,User_96
Cosmetics,2022-01-19,679.6254842743608,User_197
Toys,2021-12-08,101.34631451713514,User_904
Technology,2023-04-24,732.2217592873909,User_526
Books,2023-11-28,353.81478949114785,User_632
Food & Beverage,2022-02-24,684.2396106131408,User_387
Clothing,2023-01-21,379.14774411015605,User_408
Cosmetics,2021-11-02,154.1118347349034,User_269
Shoes,2022-12-03,412.0488806975323,User_171
Cosmetics,2023-05-19,121.54679136844211,User_925
Shoes,2022-06-21,581.1144422271764,User_584
Food & Beverage,2021-07-25,50.54201682798498,User_691
Food & Beverage,2022-05-11,532.0464828038611,User_170
Food & Beverage,2023-12-07,887.5049606245855,User_159
Shoes,2022-05-19,839.4945374181691,User_509
Cosmetics,2023-11-12,883.9538826302318,User_447
Food & Beverage,2021-08-01,922.8283141058362,User_666
Toys,2021-11-06,113.48260899693729,User_914
Technology,2022-10-23,137.45973084695595,User_82
Shoes,2023-01-23,561.4367382499973,User_57
Shoes,2021-09-29,895.0329417401849,User_519
Cosmetics,2023-07-27,974.6059619587904,User_112
Shoes,2021-02-01,55.79929816659996,User_998
Shoes,2022-03-19,362.21634335865355,User_48
Food & Beverage,2021-06-11,220.76531211339352,User_592
Cosmetics,2023-02-06,758.4061904419356,User_887
Food & Beverage,2021-09-11,643.7919298516616,User_376
Technology,2022-06-05,128.68915116900695,User_828
Technology,2023-09-04,488.68684669132176,User_33
Food & Beverage,2021-01-10,688.5861171475784,User_504
Technology,2022-12-27,781.2153399847973,User_627
Cosmetics,2022-05-20,29.85218268616844,User_896
Clothing,2023-02-24,891.5648782440509,User_3
Food & Beverage,2022-03-12,573.5885691210192,User_486
Toys,2021-06-02,813.7900238103057,User_516
Toys,2023-07-06,809.8586497141406,User_868
Shoes,2023-05-19,197.95413366825946,User_772
Technology,2023-01-23,119.07039905109677,User_42
Toys,2022-07-17,724.0743962840884,User_9
Shoes,2022-05-04,164.8626496334029,User_1000
Clothing,2023-06-14,851.4381164906765,User_819
Cosmetics,2021-04-14,728.9275890234841,User_657
Cosmetics,2023-10-22,843.4071107216099,User_913
Cosmetics,2023-10-04,306.0225528132526,User_609
Toys,2022-02-11,323.4320798064633,User_788
Clothing,2021-06-16,674.5093407828545,User_142
Toys,2022-05-24,41.131495508358064,User_790
Technology,2021-11-09,729.2317788740485,User_436
Toys,2023-02-02,837.4252401460552,User_27
Clothing,2022-11-12,421.011950738063,User_43
Clothing,2022-04-22,767.230041787584,User_131
Technology,2021-03-14,182.86480781243932,User_216
Clothing,2022-08-05,329.0377898812898,User_606
Clothing,2021-09-19,974.5619134793726,User_520
Cosmetics,2021-09-02,986.464891824525,User_598
Technology,2022-07-15,517.4790024913721,User_345
Books,2021-06-24,934.9270935492382,User_508
Books,2021-04-19,527.5033712762861,User_650
Clothing,2021-07-02,298.67224687954575,User_881
Books,2021-07-11,274.23029521778415,User_413
Books,2021-03-06,930.2106483144673,User_936
Clothing,2023-08-21,180.72192508412053,User_246
Books,2023-05-14,583.8361336198,User_449
Toys,2022-01-04,559.9698173820924,User_21
Shoes,2023-05-01,742.225467806465,User_999
Technology,2021-02-12,504.250478449527,User_408
Shoes,2022-05-03,279.56280410105285,User_457
Clothing,2021-03-19,177.70253463526277,User_444
Cosmetics,2023-04-06,624.6106154708328,User_922
Technology,2022-11-05,721.8008492847008,User_265
Clothing,2022-12-02,573.8260658952123,User_660
Cosmetics,2023-01-29,740.9677643499828,User_184
Shoes,2022-12-29,150.10599042546053,User_227
Clothing,2023-07-14,883.6454929937041,User_804
Technology,2023-06-21,586.571553324418,User_548
Technology,2023-06-08,135.5754876236712,User_246
Food & Beverage,2023-09-20,467.30595216367766,User_73
Toys,2021-12-05,846.3438204872523,User_150
Books,2021-07-12,898.5865715186285,User_513
Cosmetics,2021-10-10,272.00300994877387,User_69
Food & Beverage,2022-01-25,714.1531664633485,User_969
Books,2023-09-27,108.98539500893892,User_805
Books,2022-06-09,43.21041269803624,User_230
Clothing,2022-10-21,564.7949642817433,User_723
Books,2022-12-17,697.8793035348447,User_72
Toys,2023-06-10,797.828863864737,User_875
Technology,2022-03-28,346.8140760707813,User_608
Food & Beverage,2022-03-04,16.46015632459812,User_397
Books,2023-11-12,484.7240447402403,User_84
Clothing,2023-06-02,25.69500991983131,User_740
Toys,2021-11-09,101.06466556409194,User_299
Shoes,2023-04-20,333.42213230643085,User_748
Technology,2022-06-03,442.8003290645754,User_293
Technology,2022-01-10,286.67474681735206,User_734
Food & Beverage,2022-03-27,586.0466138396607,User_970
Technology,2023-10-12,64.79629132591424,User_223
Books,2022-08-18,153.13391313718887,User_793
Clothing,2022-05-15,698.3058167478792,User_733
Technology,2022-04-09,150.71944506193856,User_216
Technology,2021-04-23,643.3774495547182,User_231
Shoes,2023-11-02,64.13777454583189,User_405
Shoes,2021-11-27,413.308456327949,User_169
Cosmetics,2021-05-20,185.63537541997053,User_329
Toys,2023-06-21,118.53991970983456,User_426
Books,2022-06-01,571.3624556662153,User_554
Technology,2022-07-23,929.0524142855655,User_770
Technology,2023-04-26,64.23917744431334,User_196
Clothing,2023-12-29,427.33870573585386,User_904
Cosmetics,2021-04-28,710.4600833679892,User_608
Toys,2023-06-07,468.06095337094877,User_829
Cosmetics,2023-12-19,808.4309866441928,User_526
Food & Beverage,2023-11-23,187.84886270549038,User_625
Toys,2021-02-19,959.9982629774631,User_77
Technology,2021-01-19,391.3110014948151,User_277
Technology,2022-12-27,348.1539366148324,User_920
Toys,2021-07-16,875.8597365581343,User_946
Technology,2022-07-13,568.2283615728489,User_466
Books,2022-03-28,521.2798984837933,User_941
Toys,2021-10-16,729.7081403331466,User_448
Cosmetics,2022-01-26,584.0358958982795,User_320
Toys,2021-08-03,170.89048830954417,User_1000
Technology,2021-08-03,677.4556466362803,User_922
Books,2021-05-08,142.1341904893072,User_160
Books,2023-01-30,807.7991282807213,User_492
Food & Beverage,2022-02-08,989.8392317351482,User_313
Cosmetics,2023-11-19,383.61374872502853,User_631
Shoes,2021-12-04,450.30833921999243,User_949
Shoes,2023-04-11,55.96931892798418,User_161
Toys,2022-12-15,23.595856201752504,User_308
Food & Beverage,2021-12-27,922.2051415275644,User_863
Clothing,2022-07-23,137.33781983480014,User_146
Toys,2021-08-06,451.3209600838756,User_675
Food & Beverage,2021-07-21,817.2010776170058,User_396
Cosmetics,2021-01-17,890.4255723290363,User_691
Cosmetics,2021-11-18,524.203708430633,User_89
Cosmetics,2022-06-02,569.3821997261903,User_735
Cosmetics,2022-11-12,672.9871327386397,User_778
Cosmetics,2022-03-01,961.7686454422781,User_751
Food & Beverage,2023-10-16,606.6432613350601,User_308
Food & Beverage,2022-01-22,563.8805068617828,User_546
Books,2023-02-17,24.388793913330773,User_371
Shoes,2021-04-08,90.14020500213252,User_451
Technology,2021-07-27,581.3999103577563,User_167
Cosmetics,2022-08-09,936.8779839291311,User_392
Clothing,2021-06-15,868.024434915401,User_637
Technology,2021-01-22,982.7531337622826,User_736
Food & Beverage,2021-06-03,532.5556971856613,User_491
Clothing,2021-08-07,790.0516290533892,User_925
Clothing,2022-10-31,841.9963281744471,User_150
Clothing,2021-08-18,651.5513407575531,User_468
Books,2021-01-20,345.3624051723622,User_966
Food & Beverage,2022-07-07,475.2786503112165,User_701
Clothing,2023-08-08,859.337901521132,User_43
Cosmetics,2021-05-28,305.5624467223423,User_945
Toys,2022-02-07,924.505699953982,User_29
Clothing,2022-08-19,237.50827800843845,User_874
Books,2022-01-02,752.0212510052129,User_632
Technology,2023-03-13,634.2536420022809,User_849
Food & Beverage,2023-07-07,752.1034467095546,User_31
Books,2021-03-14,442.97409670826886,User_693
Clothing,2022-04-26,933.3146519284447,User_674
Food & Beverage,2022-07-14,636.1474803873626,User_128
Toys,2023-01-15,295.41284650871376,User_767
Clothing,2021-04-10,642.0705199456222,User_294
Books,2023-12-19,293.94758973496084,User_441
Shoes,2022-05-23,300.69606784227545,User_869
Cosmetics,2021-09-15,405.60252650465924,User_388
Technology,2022-02-17,853.9061133934277,User_766
Books,2023-12-25,505.29489565005207,User_642
Food & Beverage,2022-08-18,682.1118338079053,User_524
Clothing,2021-09-23,398.0480628717184,User_547
Cosmetics,2023-04-01,270.9693854088126,User_710
Clothing,2022-10-24,955.0937591090691,User_760
Food & Beverage,2023-08-05,607.545434651832,User_110
Clothing,2022-07-14,934.6118251968911,User_328
Shoes,2023-07-06,211.3788721763319,User_405
Cosmetics,2023-06-10,155.42522227380343,User_245
Cosmetics,2023-05-18,857.2646780526646,User_762
Food & Beverage,2022-09-02,684.1080404910789,User_878
Technology,2022-02-18,194.71271426110494,User_829
Shoes,2021-01-25,276.6661036569024,User_163
Books,2021-10-11,802.657302110058,User_560
Clothing,2023-05-31,459.32993379597673,User_399
Toys,2021-10-28,673.83510144103,User_583
Clothing,2023-12-28,325.1685019146508,User_399
Clothing,2023-10-28,387.41765324712793,User_493
Books,2023-03-28,990.805433036874,User_646
Clothing,2021-03-24,255.14091630297133,User_239
Shoes,2021-02-15,511.3918132661489,User_465
Shoes,2022-09-10,845.9583197586269,User_580
Cosmetics,2023-07-17,246.8309815291994,User_790
Food & Beverage,2021-09-19,421.0616191174874,User_32
Technology,2021-06-25,618.9403744962884,User_123
Toys,2022-10-19,486.3762699603515,User_534
Clothing,2023-04-22,464.9072439046143,User_667
Clothing,2022-01-05,368.88463400890237,User_110
Books,2021-02-23,590.7798644971758,User_271
Food & Beverage,2022-11-21,628.1289709443741,User_380
Shoes,2022-01-02,656.756645492349,User_300
Toys,2022-10-06,79.66442682696902,User_627
Cosmetics,2022-01-14,634.7238339549284,User_982
Shoes,2021-03-14,953.7048069934204,User_732
Food & Beverage,2023-07-04,545.5763731728028,User_742
Technology,2023-05-10,718.1144116841518,User_764
Cosmetics,2021-02-12,561.1649846816256,User_249
Technology,2022-01-12,856.1932124060589,User_521
Books,2023-12-01,930.2872636515932,User_34
Books,2021-06-19,192.3777003033957,User_228
Clothing,2021-07-31,442.4914361915553,User_585
Technology,2021-02-08,398.4582799233941,User_399
Food & Beverage,2022-01-04,411.1629720662859,User_958
Toys,2023-01-27,134.26893941559712,User_813
Cosmetics,2021-05-31,815.4795687209121,User_724
Shoes,2023-12-07,45.408580584785895,User_584
Food & Beverage,2023-10-21,532.9443416498854,User_570
Food & Beverage,2023-01-07,665.2596041642444,User_220
Books,2021-03-10,215.39474367828842,User_371
Technology,2021-10-26,906.7916901778076,User_787
Clothing,2023-08-02,840.1637149545452,User_761
Clothing,2023-03-13,476.37289218908603,User_528
Cosmetics,2021-10-23,417.0374430167373,User_75
Books,2021-07-22,244.20224595898904,User_618
Food & Beverage,2021-03-02,732.693292398514,User_136
Toys,2023-08-04,140.4263616356445,User_929
Books,2023-08-21,683.4353763053452,User_74
Cosmetics,2021-11-27,844.0324162572294,User_254
Cosmetics,2021-12-04,236.1868601578535,User_18
Books,2022-10-01,867.7631288697686,User_931
Cosmetics,2021-10-02,42.98996744511337,User_43
Books,2021-11-15,913.6595115326601,User_50
Shoes,2022-08-12,127.17860557278505,User_515
Books,2022-05-19,649.3015861586523,User_744
Technology,2022-01-22,257.5816442248024,User_731
Books,2023-05-20,838.1868672579176,User_571
Cosmetics,2023-04-13,517.1773573063118,User_796
Technology,2023-10-12,143.88877933403634,User_814
Cosmetics,2022-08-26,575.2816556127186,User_576
Clothing,2022-11-22,413.8037840950133,User_582
Clothing,2022-05-09,664.8333384469702,User_303
Technology,2022-05-05,883.0842519158249,User_142
Shoes,2022-12-22,415.2952398715843,User_903
Clothing,2022-05-24,296.9818727385211,User_202
Books,2022-01-25,24.36994358233271,User_207
Cosmetics,2021-10-22,579.0906474812762,User_415
Clothing,2023-03-07,408.25201975711917,User_221
Clothing,2023-05-15,380.9027268246804,User_362
Shoes,2022-07-03,191.1059680713704,User_758
Technology,2022-10-11,435.75479173936156,User_81
Technology,2022-07-22,984.5975340475346,User_763
Food & Beverage,2023-05-03,304.7766121355219,User_563
Shoes,2023-02-09,603.7073692740192,User_285
Books,2022-03-21,778.7220125025101,User_369
Technology,2021-12-29,751.6662449447664,User_492
Cosmetics,2021-05-03,335.48654461766483,User_911
Shoes,2023-01-12,614.7514826816819,User_896
Clothing,2022-11-11,872.5520384174556,User_346
Cosmetics,2022-02-24,25.292953455747167,User_204
Cosmetics,2021-04-02,441.37701327487457,User_25
Clothing,2021-03-04,232.03068405948622,User_957
Shoes,2022-05-27,394.74596749485056,User_553
Clothing,2023-02-11,421.82971189548925,User_69
Food & Beverage,2021-09-13,749.2042551387706,User_516
Cosmetics,2021-05-15,102.88365367148872,User_492
Toys,2023-05-25,517.4580641011853,User_240
Toys,2023-04-02,568.5528438807579,User_361
Books,2021-03-29,499.2160275162863,User_441
Technology,2023-09-15,734.5545205320929,User_31
Clothing,2023-04-03,389.9533433477789,User_899
Clothing,2023-10-24,945.5173930036754,User_629
Books,2023-09-01,486.98540811355196,User_707
Books,2023-07-23,575.5017705186496,User_602
Books,2021-05-01,827.2755151132819,User_690
Cosmetics,2023-11-28,282.48374487181127,User_657
Food & Beverage,2023-10-05,84.45000847517444,User_956
Clothing,2023-07-14,710.7061385788577,User_714
Cosmetics,2022-10-07,488.18173699289486,User_322
Books,2022-12-15,897.5392084494048,User_344
Clothing,2023-05-10,982.8532482352098,User_715
Cosmetics,2021-01-21,405.1182570689819,User_536
Food & Beverage,2021-08-30,421.28462609706423,User_355
Cosmetics,2022-03-31,413.8829761836692,User_471
Food & Beverage,2023-08-21,331.30856863361686,User_928
Books,2022-09-13,783.8702267887335,User_983
Food & Beverage,2021-10-30,761.4058048658204,User_994
Clothing,2023-03-14,483.8584218450196,User_105
Books,2023-08-22,54.21460421510976,User_787
Clothing,2021-03-10,316.4637084979427,User_322
Toys,2021-07-15,299.38001608928914,User_572
Shoes,2021-05-20,812.9763737382558,User_883
Food & Beverage,2021-10-10,96.69981768201298,User_962
Shoes,2021-11-08,807.6186252522771,User_527
Shoes,2023-01-16,672.4918156771515,User_504
Food & Beverage,2021-10-04,735.1170445391448,User_85
Books,2021-03-02,437.89105570917326,User_931
Toys,2021-02-21,682.9285380417406,User_709
Clothing,2021-06-02,612.9386552598467,User_235
Cosmetics,2022-06-28,771.2903932763431,User_923
Clothing,2022-07-21,452.3021361235696,User_856
Cosmetics,2022-09-14,478.0973686473394,User_263
Clothing,2021-11-10,647.140460512422,User_6
Food & Beverage,2023-03-18,116.99671872972442,User_494
Toys,2023-04-28,441.8820038806741,User_893
Cosmetics,2021-04-07,972.2313368072075,User_289
Technology,2023-05-31,47.176796859445155,User_570
Books,2023-04-09,322.8446756377299,User_945
Clothing,2021-05-17,320.96872089847705,User_657
Clothing,2023-10-27,637.1294780434149,User_878
Cosmetics,2023-10-08,114.7423558298985,User_554
Books,2021-04-19,632.2585905700726,User_350
Books,2022-07-01,104.08983824510322,User_200
Food & Beverage,2023-11-29,104.0041109441477,User_936
Technology,2022-10-24,730.9015236165974,User_686
Food & Beverage,2022-03-01,330.89382209446836,User_967
Food & Beverage,2022-09-22,977.6487182366103,User_966
Food & Beverage,2021-09-18,46.97940707119938,User_964
Food & Beverage,2021-03-28,450.6555970808142,User_897
Food & Beverage,2022-04-10,122.0045782972834,User_335
Toys,2021-03-17,357.86517709052754,User_607
Books,2022-04-16,998.24022610296,User_217
Food & Beverage,2022-02-18,889.9540866211465,User_623
Books,2023-04-05,57.84116476684294,User_353
Books,2023-06-14,567.6232853874266,User_692
Shoes,2022-12-27,651.3440817761914,User_675
Toys,2022-04-02,217.43927771062442,User_631
Food & Beverage,2022-10-15,153.65451766248574,User_325
Clothing,2022-11-03,905.3373233188681,User_901
Cosmetics,2022-05-10,969.1282770685428,User_228
Technology,2023-12-05,991.9739287464454,User_145
Clothing,2022-08-20,791.8641559972882,User_949
Toys,2022-03-26,666.8670487112046,User_308
Cosmetics,2022-04-30,352.2729496710679,User_654
Toys,2022-10-08,179.6843292015049,User_634
Books,2022-09-12,88.19079337256937,User_285
Cosmetics,2023-11-08,696.3644938659771,User_392
Books,2022-10-24,786.8761810275647,User_738
Clothing,2023-01-28,828.1891159304303,User_360
Clothing,2021-10-16,914.6273532707606,User_769
Cosmetics,2022-12-22,881.1302680019899,User_797
Cosmetics,2022-09-30,999.7438595355117,User_932
Food & Beverage,2021-08-23,251.62337085757878,User_947
Toys,2022-02-20,765.6745390600885,User_165
Food & Beverage,2023-07-27,590.5949172510497,User_733
Toys,2022-05-14,268.63268112904655,User_581
Food & Beverage,2023-09-01,982.0862690640733,User_821
Books,2022-09-26,898.9191237265096,User_224
Cosmetics,2023-10-17,137.23051175967527,User_124
Clothing,2021-04-25,35.896758900185645,User_948
Toys,2023-07-21,691.4474547093502,User_344
Toys,2022-11-05,608.0893225679698,User_851
Clothing,2023-11-01,936.4574678700345,User_524
Food & Beverage,2021-07-25,241.66523428876613,User_52
Toys,2021-09-04,93.54406841603718,User_129
Technology,2023-01-28,266.6231804342666,User_135
Books,2021-05-27,28.738364106348815,User_657
Cosmetics,2021-04-28,45.5338236770431,User_127
Clothing,2022-02-16,915.709227861552,User_738
Cosmetics,2021-12-29,358.4964166768595,User_939
Technology,2021-05-17,416.70091099958387,User_71
Toys,2023-08-16,28.187937992723366,User_273
Toys,2021-01-19,277.8165623701281,User_187
Technology,2021-07-14,806.6787239040167,User_3
Clothing,2021-11-26,619.336050070052,User_285
Books,2021-06-24,756.2427950755512,User_22
Shoes,2023-09-29,452.7416033858472,User_166
Clothing,2022-03-25,316.6319295338167,User_310
Shoes,2023-08-04,487.98199239508665,User_875
Technology,2021-05-21,329.84035772169364,User_477
Food & Beverage,2023-01-28,840.5813857073273,User_498
Shoes,2023-07-19,304.6969784369173,User_434
Books,2021-04-03,663.166004048553,User_758
Food & Beverage,2021-08-27,145.61240008643256,User_234
Shoes,2021-07-24,689.9978287975608,User_837
Technology,2022-07-14,914.1667144840334,User_670
Food & Beverage,2021-09-02,612.4973230935092,User_663
Technology,2023-04-12,564.2568262341324,User_725
Shoes,2023-07-14,961.5070853414238,User_376
Technology,2021-10-22,631.1225897626879,User_730
Books,2022-10-02,266.95492894035175,User_246
Shoes,2023-05-06,299.467113609263,User_303
Shoes,2021-01-17,708.2535761105679,User_405
Shoes,2021-03-12,738.0822279532645,User_788
Clothing,2021-11-01,310.46126947112504,User_663
Clothing,2023-10-28,351.8905381470669,User_708
Clothing,2023-03-28,991.1459436516961,User_917
Books,2023-04-01,110.93302408447467,User_21
Food & Beverage,2021-07-12,410.5985781556983,User_257
Technology,2022-06-13,71.82305588553238,User_399
Toys,2021-06-20,822.8675783782586,User_529
Shoes,2021-09-08,101.42238055597792,User_51
Technology,2022-06-25,677.2672828980841,User_447
Shoes,2022-02-20,65.91858976344723,User_270
Books,2023-03-05,676.1264874315942,User_827
Shoes,2021-01-25,844.6065774584263,User_595
Clothing,2022-10-30,404.8333116548168,User_818
Toys,2022-09-24,526.9052284978551,User_636
Cosmetics,2022-05-20,407.52632062522963,User_802
Shoes,2021-12-02,307.4838710463125,User_262
Technology,2022-03-01,805.2307666208569,User_365
Clothing,2022-05-14,279.28254799367977,User_49
Cosmetics,2023-08-05,725.7139901455525,User_518
Toys,2022-09-22,214.13510846265024,User_629
Cosmetics,2022-12-19,257.3552581175463,User_118
Clothing,2021-12-05,343.0965509514401,User_453
Food & Beverage,2022-10-21,593.2648136198503,User_775
Food & Beverage,2023-08-20,459.8780959679457,User_865
Cosmetics,2022-03-05,747.6933617295422,User_973
Books,2023-06-18,221.4316273328304,User_947
Technology,2021-05-19,20.565564970345775,User_886
Technology,2023-07-31,778.7918970673678,User_641
Cosmetics,2022-06-26,823.4328405412717,User_397
Shoes,2021-02-26,68.88536147730565,User_683
Shoes,2022-10-20,614.7984469368125,User_27
Technology,2022-03-11,384.42471603434717,User_711
Technology,2022-01-19,795.9566986425716,User_372
Food & Beverage,2022-07-14,875.6704086545137,User_899
Books,2021-07-13,852.4937291292766,User_826
Clothing,2022-06-18,779.4322048773436,User_857
Shoes,2022-06-02,276.3617064547413,User_97
Technology,2022-12-17,813.7707471326336,User_1000
Food & Beverage,2023-01-21,538.1436911472298,User_529
Toys,2021-07-04,62.22904868376991,User_685
Food & Beverage,2021-10-19,462.36946139926647,User_974
Shoes,2023-01-02,942.7363378596933,User_613
Shoes,2021-04-26,888.9807562381972,User_186
Food & Beverage,2023-04-05,111.24163818714489,User_696
Clothing,2023-12-09,746.6854188572265,User_950
Cosmetics,2022-11-16,807.7349372986524,User_215
Shoes,2021-03-23,278.6743063543972,User_251
Food & Beverage,2023-04-14,476.8924850336814,User_216
Technology,2021-11-29,713.8780620490461,User_29
Food & Beverage,2022-07-11,444.6510739329364,User_102
Books,2021-12-01,121.66894967791117,User_123
Cosmetics,2022-06-16,708.8236202349043,User_54
Toys,2021-08-09,912.5223028379504,User_283
Clothing,2022-09-27,655.959881122096,User_614
Toys,2021-11-19,776.0627410833436,User_117
Cosmetics,2021-01-03,364.7789103012502,User_616
Cosmetics,2021-07-25,191.3662626753685,User_557
Cosmetics,2021-02-09,646.3459250021097,User_114
Toys,2021-02-28,334.4934937828067,User_855
Technology,2023-08-09,861.4727837998948,User_543
Cosmetics,2022-07-28,131.40176947822653,User_676
Food & Beverage,2022-10-06,439.12906273579244,User_977
Toys,2023-04-23,402.760324463702,User_701
Cosmetics,2022-09-11,938.6733150183903,User_293
Food & Beverage,2021-04-06,161.60345259835984,User_195
Technology,2023-06-17,19.74835676189084,User_292
Books,2023-12-22,245.7043606790464,User_887
Technology,2022-07-15,822.0740911709679,User_261
Cosmetics,2023-06-24,217.22859788654688,User_942
Toys,2021-12-14,248.46928306842787,User_207
Shoes,2022-11-02,138.59981649144268,User_564
Cosmetics,2021-11-13,718.281841243775,User_49
Shoes,2022-12-20,78.482448600363,User_6
Food & Beverage,2023-12-08,337.8962193052364,User_379
Books,2021-09-07,289.6737393547549,User_394
Clothing,2021-11-10,559.6081324922533,User_886
Technology,2023-03-18,733.1121023695382,User_224
Books,2022-04-30,537.5476703497799,User_23
Cosmetics,2021-02-13,931.7157330453169,User_657
Shoes,2022-07-25,951.9282124984586,User_110
Technology,2022-08-06,367.8506752135303,User_724
Shoes,2023-06-14,779.9035725121438,User_812
Toys,2021-08-08,741.4133694355078,User_553
Shoes,2023-07-14,894.0349457877791,User_399
Toys,2022-02-05,453.46420380562625,User_172
Food & Beverage,2022-12-28,535.1684553258143,User_698
Technology,2023-09-18,421.61657044575827,User_726
Technology,2023-06-18,851.8731501067085,User_306
Clothing,2023-05-08,237.40529220851303,User_564
Cosmetics,2023-03-15,247.31198746002025,User_582
Toys,2022-05-05,378.87905254130897,User_708
Clothing,2023-07-27,238.03940378132768,User_959
Shoes,2023-04-24,565.3967680507716,User_954
Shoes,2021-09-24,143.1452054305473,User_151
Clothing,2021-02-23,326.98435721001476,User_428
Technology,2022-06-12,914.310251490834,User_621
Shoes,2022-09-08,415.13322538987796,User_467
Food & Beverage,2023-12-19,750.7513793285741,User_630
Food & Beverage,2023-11-30,122.32756978950827,User_877
Clothing,2023-08-13,255.0888630603668,User_607
Toys,2022-01-21,809.2721649883649,User_768
Toys,2023-01-04,765.3630069267972,User_556
Clothing,2022-12-17,392.29435940788295,User_948
Toys,2022-10-12,954.8529330131395,User_67
Technology,2021-10-27,911.5365856761999,User_156
Technology,2022-01-30,962.6777416211174,User_835
Toys,2022-08-16,433.63554328590754,User_206
Food & Beverage,2022-05-29,205.4988478488262,User_786
Toys,2022-01-31,630.3920527004276,User_155
Technology,2022-01-06,687.9254266964065,User_691
Books,2023-05-08,134.1873666060148,User_509
Cosmetics,2023-03-02,788.6182039529468,User_572
Shoes,2022-10-20,27.879617562360924,User_74
Books,2023-01-06,487.90110360201555,User_49
Toys,2022-01-19,337.7060968999459,User_783
Food & Beverage,2021-03-03,742.9000293000933,User_467
Clothing,2022-05-20,319.63312014759777,User_585
Toys,2021-08-27,828.5390416532225,User_708
Food & Beverage,2021-07-14,599.0039538930024,User_911
Cosmetics,2022-11-09,795.9544281444513,User_179
Toys,2021-03-02,989.4472314612275,User_48
Technology,2023-09-17,682.3667622861212,User_72
Clothing,2022-11-16,985.1008131980277,User_113
Food & Beverage,2021-06-05,38.54796365248829,User_757
Food & Beverage,2023-07-12,344.75858859897033,User_897
