User_ID,Category,Purchase_Date,Price
User_915,Shoes,2023-11-03,487.93
User_904,Toys,2023-09-22,276.41
User_1,Books,2024-02-06,446.82
User_637,Clothing,2023-01-20,436.48
User_234,Shoes,2023-07-24,45.49
User_747,Cosmetics,2023-03-15,345.51
User_490,Shoes,2024-05-06,73.61
User_580,Food & Beverage,2023-07-13,400.25
User_794,Books,2023-08-18,119.21
User_82,Toys,2024-05-18,193.52
User_864,Technology,2023-04-10,134.66
User_735,Toys,2023-10-11,246.38
User_943,Cosmetics,2023-06-07,346.05
User_947,Technology,2024-08-26,66.88
User_893,Technology,2023-12-26,359.87
User_845,Clothing,2023-11-23,221.82
User_365,Technology,2023-11-05,302.07
User_489,Clothing,2023-02-22,82.67
User_142,Toys,2023-03-02,86.97
User_788,Technology,2023-12-20,177.77
User_849,Toys,2023-03-15,180.48
User_675,Toys,2024-09-26,97.89
User_326,Books,2023-03-01,429.91
User_802,Books,2023-12-06,80.25
User_241,Books,2024-07-16,451.38
User_495,Shoes,2023-04-05,294.23
User_583,Books,2023-09-09,393.64
User_664,Shoes,2024-05-17,409.22
User_106,Toys,2023-06-04,302.01
User_17,Shoes,2023-04-04,83.49
User_41,Technology,2023-06-02,303.3
User_868,Food & Beverage,2024-02-29,349.15
User_45,Food & Beverage,2024-01-02,195.0
User_55,Shoes,2024-08-01,124.4
User_436,Food & Beverage,2024-05-15,148.23
User_65,Books,2024-07-29,229.06
User_484,Cosmetics,2024-06-28,266.89
User_250,Books,2023-04-10,84.69
User_538,Clothing,2023-12-14,411.67
User_6,Technology,2023-06-15,165.26
User_519,Shoes,2023-02-02,356.44
User_86,Clothing,2024-02-07,18.5
User_259,Technology,2024-03-09,215.61
User_598,Toys,2023-05-24,145.84
User_671,Cosmetics,2023-07-20,60.28
User_789,Books,2023-02-16,303.45
User_877,Books,2024-06-04,378.42
User_913,Cosmetics,2023-09-25,458.55
User_553,Cosmetics,2024-06-04,319.29
User_994,Books,2023-06-03,367.42
User_483,Toys,2023-07-18,224.94
User_863,Shoes,2023-06-15,299.04
User_648,Clothing,2024-08-20,212.45
User_783,Food & Beverage,2023-08-17,438.41
User_505,Clothing,2023-07-21,178.28
User_912,Food & Beverage,2024-07-06,137.29
User_416,Books,2024-07-25,394.58
User_171,Technology,2023-06-13,354.63
User_581,Technology,2024-07-28,21.43
User_307,Toys,2024-07-14,340.38
User_675,Toys,2024-07-03,414.63
User_108,Shoes,2023-01-22,268.1
User_116,Food & Beverage,2024-05-24,323.79
User_523,Books,2024-06-11,389.85
User_3,Shoes,2023-09-26,114.33
User_307,Shoes,2024-04-09,177.91
User_16,Toys,2024-05-06,46.89
User_865,Shoes,2023-05-01,198.21
User_399,Clothing,2023-07-02,51.43
User_180,Food & Beverage,2024-04-17,490.93
User_295,Food & Beverage,2024-02-06,150.43
User_22,Shoes,2024-04-17,68.93
User_223,Food & Beverage,2024-08-24,206.73
User_640,Clothing,2023-07-21,350.8
User_959,Clothing,2024-09-21,99.55
User_892,Cosmetics,2024-08-29,299.74
User_502,Clothing,2024-01-28,378.92
User_998,Books,2023-06-05,395.95
User_976,Food & Beverage,2023-11-11,155.68
User_306,Shoes,2023-07-29,12.54
User_869,Clothing,2023-07-10,126.37
User_516,Shoes,2024-04-22,150.46
User_794,Technology,2023-06-06,72.75
User_311,Food & Beverage,2023-08-08,443.5
User_79,Clothing,2023-06-24,476.62
User_233,Toys,2023-04-01,481.06
User_977,Clothing,2024-09-21,12.44
User_490,Cosmetics,2024-08-31,355.72
User_470,Food & Beverage,2023-10-25,209.22
User_950,Shoes,2023-11-08,288.37
User_125,Food & Beverage,2024-01-25,201.63
User_589,Shoes,2024-06-12,218.46
User_549,Technology,2024-09-04,59.78
User_898,Books,2024-05-29,361.82
User_104,Books,2023-04-03,141.45
User_452,Food & Beverage,2023-12-09,347.28
User_639,Clothing,2024-08-17,268.34
User_347,Clothing,2024-07-14,357.54
User_308,Food & Beverage,2023-07-24,340.62
User_935,Food & Beverage,2023-07-01,482.67
User_388,Technology,2024-04-29,492.97
User_213,Toys,2023-02-18,258.02
User_558,Shoes,2024-04-16,92.49
User_463,Cosmetics,2023-09-29,208.98
User_251,Shoes,2024-09-14,102.34
User_289,Books,2023-09-14,313.1
User_841,Cosmetics,2024-05-30,155.05
User_340,Technology,2023-06-05,343.39
User_527,Clothing,2024-03-01,331.9
User_463,Books,2024-04-11,475.67
User_409,Shoes,2024-04-30,331.84
User_5,Shoes,2023-12-10,259.63
User_118,Cosmetics,2023-08-20,281.66
User_229,Toys,2023-04-29,465.48
User_344,Toys,2024-01-21,206.24
User_806,Toys,2023-11-01,409.32
User_820,Technology,2023-04-27,471.82
User_700,Technology,2023-06-22,350.86
User_249,Food & Beverage,2023-08-10,408.26
User_650,Food & Beverage,2024-07-02,409.1
User_160,Technology,2023-02-28,44.87
User_589,Technology,2024-01-19,309.84
User_700,Cosmetics,2023-11-12,202.24
User_55,Technology,2024-07-16,457.16
User_109,Books,2024-02-06,330.29
User_987,Books,2023-10-01,77.97
User_815,Books,2024-01-05,198.1
User_751,Food & Beverage,2024-04-15,469.03
User_772,Books,2023-02-10,284.36
User_704,Food & Beverage,2024-06-17,149.43
User_228,Food & Beverage,2023-09-28,95.85
User_431,Technology,2023-01-14,120.67
User_862,Shoes,2024-05-04,255.43
User_884,Food & Beverage,2024-09-25,278.81
User_81,Toys,2024-09-04,297.87
User_418,Clothing,2024-06-26,238.79
User_453,Cosmetics,2024-03-07,394.34
User_513,Shoes,2023-02-01,312.83
User_723,Cosmetics,2024-09-22,51.98
User_996,Cosmetics,2024-03-06,195.25
User_881,Clothing,2024-01-14,15.9
User_196,Shoes,2023-09-13,382.51
User_63,Food & Beverage,2023-11-14,60.04
User_877,Technology,2024-08-13,177.02
User_616,Food & Beverage,2023-10-30,368.13
User_231,Books,2024-08-21,260.92
User_190,Books,2024-09-14,29.95
User_162,Technology,2023-09-29,41.08
User_366,Clothing,2023-08-06,19.74
User_965,Food & Beverage,2023-10-18,361.38
User_230,Cosmetics,2023-01-21,296.91
User_362,Books,2024-09-04,153.01
User_499,Technology,2024-03-02,340.42
User_672,Clothing,2024-09-02,309.8
User_593,Clothing,2023-10-18,331.56
User_964,Shoes,2023-06-11,97.32
User_642,Food & Beverage,2023-04-16,222.15
User_998,Clothing,2023-06-28,188.34
User_254,Cosmetics,2023-01-04,41.24
User_511,Shoes,2024-04-17,153.51
User_168,Shoes,2024-05-18,119.74
User_57,Technology,2024-05-16,365.75
User_174,Cosmetics,2024-05-02,220.43
User_713,Books,2024-05-26,355.06
User_289,Shoes,2024-03-28,431.7
User_984,Technology,2024-03-26,191.76
User_501,Cosmetics,2023-08-20,452.66
User_304,Technology,2024-01-05,90.64
User_820,Shoes,2023-05-07,308.69
User_927,Cosmetics,2023-08-16,107.05
User_886,Cosmetics,2023-04-08,339.93
User_754,Cosmetics,2023-11-12,121.92
User_244,Books,2023-09-18,53.28
User_594,Clothing,2023-05-23,44.91
User_681,Shoes,2023-02-10,46.32
User_848,Toys,2024-02-26,37.98
User_274,Technology,2023-11-23,16.92
User_852,Toys,2023-04-03,297.48
User_828,Clothing,2023-10-08,39.34
User_520,Clothing,2024-09-17,77.26
User_154,Toys,2024-04-03,88.93
User_875,Toys,2023-07-19,113.38
User_999,Clothing,2023-10-11,448.9
User_296,Cosmetics,2023-05-04,273.02
User_686,Technology,2023-10-13,187.67
User_730,Food & Beverage,2023-12-18,136.66
User_144,Food & Beverage,2023-06-29,176.99
User_632,Technology,2024-03-04,210.14
User_627,Food & Beverage,2024-05-17,248.92
User_585,Food & Beverage,2023-12-07,216.56
User_583,Toys,2024-02-15,105.65
User_226,Shoes,2023-06-30,70.8
User_528,Food & Beverage,2024-05-29,452.83
User_239,Clothing,2024-02-05,114.71
User_563,Food & Beverage,2023-07-08,41.59
User_501,Shoes,2024-08-15,217.75
User_789,Clothing,2023-08-23,449.03
User_750,Shoes,2024-02-12,107.42
User_681,Food & Beverage,2023-05-27,306.68
User_945,Books,2023-06-03,452.24
User_622,Clothing,2024-02-25,277.28
User_960,Shoes,2023-01-16,312.68
User_426,Shoes,2024-07-20,14.97
User_667,Shoes,2023-10-28,358.95
User_359,Books,2024-07-11,45.98
User_251,Books,2024-09-20,61.67
User_158,Technology,2023-08-27,106.8
User_21,Technology,2023-06-28,39.02
User_396,Shoes,2024-09-25,312.5
User_254,Cosmetics,2023-10-02,410.82
User_115,Clothing,2024-01-29,246.04
User_229,Books,2024-03-31,238.53
User_231,Shoes,2024-01-05,181.82
User_82,Technology,2023-03-26,122.54
User_810,Clothing,2024-09-28,487.26
User_627,Toys,2023-04-20,152.07
User_244,Clothing,2024-09-09,32.67
User_274,Toys,2023-02-27,394.72
User_766,Toys,2024-03-01,456.39
User_213,Food & Beverage,2023-10-20,473.15
User_615,Cosmetics,2024-02-23,445.02
User_909,Books,2023-04-18,76.05
User_245,Food & Beverage,2023-10-04,306.11
User_420,Shoes,2024-05-01,111.8
User_863,Clothing,2023-09-05,214.33
User_109,Food & Beverage,2023-08-15,213.01
User_855,Technology,2023-01-12,206.8
User_765,Technology,2023-05-21,290.14
User_736,Cosmetics,2023-05-21,97.04
User_227,Toys,2023-03-17,228.01
User_624,Shoes,2023-08-10,305.11
User_509,Food & Beverage,2023-03-11,360.52
User_339,Clothing,2023-01-01,45.0
User_697,Clothing,2024-06-29,246.99
User_425,Clothing,2024-01-15,241.52
User_193,Technology,2024-05-31,116.75
User_842,Clothing,2023-06-29,11.37
User_609,Books,2023-10-03,434.47
User_489,Toys,2023-05-08,486.09
User_220,Food & Beverage,2024-07-30,395.29
User_621,Books,2024-05-09,171.34
User_80,Shoes,2023-08-15,277.7
User_15,Cosmetics,2024-08-09,494.36
User_589,Food & Beverage,2023-06-17,238.04
User_200,Toys,2023-07-09,207.31
User_455,Shoes,2024-05-12,328.3
User_239,Toys,2024-07-26,178.88
User_405,Cosmetics,2024-08-04,159.6
User_211,Shoes,2023-04-03,224.12
User_790,Food & Beverage,2024-08-28,492.57
User_171,Technology,2023-11-07,135.2
User_155,Food & Beverage,2023-01-16,271.54
User_472,Books,2023-05-26,327.74
User_208,Clothing,2024-07-01,106.65
User_408,Technology,2023-04-14,205.63
User_771,Clothing,2024-02-24,188.89
User_742,Cosmetics,2024-05-29,411.74
User_92,Books,2023-12-29,53.49
User_973,Shoes,2023-07-20,447.14
User_106,Cosmetics,2023-05-27,260.95
User_98,Technology,2023-06-04,368.24
User_600,Cosmetics,2024-06-13,167.16
User_78,Food & Beverage,2024-07-26,289.29
User_307,Food & Beverage,2023-02-19,236.41
User_687,Technology,2024-05-13,149.11
User_637,Shoes,2023-05-05,232.53
User_344,Clothing,2023-09-25,77.48
User_1,Clothing,2023-10-31,70.91
User_11,Clothing,2023-04-30,61.21
User_302,Food & Beverage,2024-07-28,376.22
User_775,Shoes,2023-11-16,288.23
User_228,Cosmetics,2023-06-26,152.77
User_217,Food & Beverage,2023-04-20,62.18
User_811,Technology,2023-04-11,397.6
User_460,Clothing,2023-07-01,121.83
User_418,Shoes,2023-11-11,228.66
User_468,Shoes,2023-07-03,42.74
User_467,Toys,2023-12-28,80.94
User_310,Books,2024-09-11,104.98
User_696,Books,2023-10-27,49.58
User_54,Toys,2024-09-26,269.53
User_296,Toys,2023-11-26,53.66
User_678,Technology,2023-10-17,255.11
User_827,Cosmetics,2024-09-24,10.11
User_6,Books,2024-01-19,300.95
User_76,Technology,2023-05-15,309.87
User_888,Food & Beverage,2023-12-20,471.86
User_815,Shoes,2023-07-23,108.89
User_297,Shoes,2024-06-13,317.52
User_118,Clothing,2023-01-26,353.96
User_516,Books,2023-02-09,353.49
User_178,Food & Beverage,2024-01-15,273.8
User_886,Books,2023-12-09,183.81
User_942,Shoes,2023-11-04,109.92
User_710,Technology,2024-08-12,131.94
User_99,Toys,2023-12-03,105.09
User_980,Technology,2024-02-23,97.92
User_585,Books,2024-02-19,154.78
User_26,Cosmetics,2023-09-16,89.71
User_238,Toys,2023-08-11,342.16
User_793,Cosmetics,2023-07-29,330.35
User_966,Clothing,2023-08-10,428.96
User_499,Toys,2023-12-20,44.41
User_544,Food & Beverage,2023-01-10,447.02
User_497,Clothing,2024-02-20,154.1
User_3,Shoes,2023-07-28,230.81
User_143,Cosmetics,2024-09-04,342.21
User_811,Books,2023-03-08,426.61
User_134,Technology,2024-01-23,488.8
User_711,Food & Beverage,2024-02-29,153.9
User_356,Clothing,2023-10-18,371.5
User_423,Technology,2024-07-25,155.03
User_438,Shoes,2023-08-20,380.64
User_235,Shoes,2023-06-17,359.8
User_893,Cosmetics,2023-08-16,370.86
User_131,Toys,2023-11-10,37.36
User_169,Food & Beverage,2023-11-30,373.08
User_81,Clothing,2024-04-01,343.26
User_556,Cosmetics,2023-11-08,22.54
User_872,Clothing,2023-12-21,148.49
User_463,Books,2024-06-18,394.33
User_781,Technology,2023-01-16,413.2
User_976,Food & Beverage,2023-10-18,327.0
User_744,Cosmetics,2023-05-07,392.88
User_696,Technology,2024-01-29,425.11
User_776,Toys,2023-02-22,128.34
User_845,Clothing,2024-06-12,259.25
User_432,Food & Beverage,2023-08-26,94.27
User_553,Technology,2023-11-02,420.62
User_495,Toys,2023-11-29,63.63
User_427,Toys,2023-09-27,477.25
User_258,Clothing,2023-05-13,22.87
User_256,Technology,2024-08-05,138.41
User_338,Shoes,2023-12-28,21.77
User_796,Shoes,2023-05-12,119.56
User_207,Food & Beverage,2023-08-14,254.27
User_782,Toys,2023-08-09,222.15
User_445,Toys,2023-08-19,493.08
User_229,Shoes,2023-10-14,164.14
User_739,Food & Beverage,2023-12-28,112.44
User_120,Toys,2024-01-14,63.43
User_88,Toys,2024-03-16,224.73
User_345,Food & Beverage,2023-08-17,29.71
User_267,Cosmetics,2023-04-05,464.32
User_273,Clothing,2023-03-29,48.88
User_319,Shoes,2023-04-05,49.11
User_240,Food & Beverage,2023-03-02,326.88
User_187,Food & Beverage,2024-01-20,88.49
User_935,Shoes,2023-05-15,331.56
User_894,Toys,2024-09-02,337.57
User_75,Cosmetics,2023-08-06,223.79
User_947,Books,2023-11-11,213.0
User_414,Technology,2023-09-23,206.87
User_878,Technology,2023-04-13,61.84
User_367,Toys,2023-10-09,300.2
User_94,Toys,2024-08-29,495.96
User_436,Clothing,2023-06-19,262.14
User_484,Food & Beverage,2024-07-24,143.19
User_813,Technology,2024-01-16,396.75
User_362,Toys,2024-06-25,183.46
User_561,Toys,2023-11-28,62.29
User_420,Books,2023-09-28,326.12
User_933,Shoes,2023-09-26,349.9
User_568,Food & Beverage,2023-08-25,93.71
User_26,Cosmetics,2023-04-29,333.3
User_951,Cosmetics,2023-08-03,33.38
User_952,Shoes,2023-07-24,41.81
User_701,Books,2024-02-21,101.44
User_342,Shoes,2023-04-23,158.88
User_603,Technology,2023-05-17,273.51
User_20,Toys,2023-05-30,62.82
User_819,Shoes,2023-06-17,62.07
User_528,Technology,2024-06-03,319.86
User_63,Cosmetics,2023-12-01,329.02
User_747,Clothing,2024-08-30,110.71
User_527,Cosmetics,2024-07-26,140.33
User_591,Books,2023-01-12,480.95
User_882,Toys,2023-09-28,383.77
User_969,Toys,2024-06-16,172.18
User_795,Food & Beverage,2024-01-19,308.58
User_975,Clothing,2023-02-10,253.41
User_442,Technology,2024-01-21,36.62
User_226,Toys,2024-02-29,487.63
User_851,Clothing,2024-07-19,226.55
User_671,Food & Beverage,2023-07-05,414.81
User_668,Toys,2024-04-13,23.99
User_166,Technology,2024-06-15,146.84
User_594,Shoes,2024-06-16,372.97
User_919,Books,2024-07-05,460.54
User_450,Cosmetics,2023-06-18,353.82
User_154,Cosmetics,2023-09-28,132.99
User_552,Cosmetics,2023-02-20,199.71
User_399,Food & Beverage,2023-05-10,212.4
User_85,Cosmetics,2024-05-21,340.38
User_785,Food & Beverage,2023-02-25,33.34
User_302,Cosmetics,2024-01-30,297.17
User_449,Food & Beverage,2024-03-26,76.41
User_902,Technology,2024-07-02,188.15
User_184,Books,2024-08-10,87.75
User_511,Cosmetics,2023-11-08,150.84
User_219,Technology,2024-04-21,110.82
User_902,Books,2024-04-03,485.99
User_747,Clothing,2023-11-19,386.83
User_807,Food & Beverage,2023-08-05,460.82
User_562,Clothing,2024-08-23,403.13
User_263,Food & Beverage,2024-01-07,465.02
User_171,Books,2023-01-26,176.11
User_924,Shoes,2023-06-29,155.52
User_763,Cosmetics,2023-06-21,452.3
User_9,Toys,2023-05-20,299.79
User_898,Cosmetics,2023-06-26,411.05
User_245,Books,2023-10-17,161.83
User_337,Clothing,2024-01-31,72.83
User_366,Books,2023-12-25,76.17
User_103,Books,2024-08-06,426.94
User_211,Technology,2023-10-21,270.58
User_223,Cosmetics,2023-07-11,265.99
User_933,Cosmetics,2024-09-08,344.83
User_562,Technology,2024-05-18,413.4
User_574,Toys,2024-04-18,240.15
User_3,Books,2024-02-05,55.31
User_951,Technology,2024-08-30,362.15
User_295,Cosmetics,2024-04-22,270.63
User_614,Books,2024-03-14,129.15
User_16,Technology,2024-04-20,204.44
User_796,Cosmetics,2023-06-09,435.5
User_590,Cosmetics,2024-01-03,415.53
User_534,Technology,2023-11-25,445.04
User_937,Technology,2023-11-13,202.93
User_204,Cosmetics,2023-04-23,186.24
User_502,Cosmetics,2023-04-19,229.74
User_103,Cosmetics,2023-12-12,197.49
User_308,Clothing,2023-10-12,435.8
User_305,Food & Beverage,2023-09-12,150.77
User_721,Cosmetics,2024-08-19,317.22
User_779,Cosmetics,2023-05-23,182.3
User_876,Clothing,2024-03-23,216.72
User_344,Clothing,2024-02-28,26.0
User_712,Food & Beverage,2024-05-31,310.42
User_739,Clothing,2024-03-15,325.21
User_894,Clothing,2023-11-26,333.04
User_541,Toys,2024-09-22,273.06
User_740,Clothing,2024-01-10,142.13
User_613,Toys,2024-07-26,300.23
User_412,Books,2023-01-25,246.72
User_972,Toys,2024-07-13,147.73
User_454,Technology,2024-08-30,196.12
User_233,Technology,2023-05-21,81.98
User_249,Books,2023-06-20,128.58
User_901,Toys,2023-01-15,58.14
User_202,Shoes,2023-01-04,426.79
User_87,Technology,2024-08-28,412.41
User_444,Clothing,2024-02-17,195.8
User_180,Books,2023-11-26,72.11
User_782,Clothing,2023-03-15,285.27
User_706,Cosmetics,2023-01-09,418.75
User_523,Food & Beverage,2024-06-25,366.62
User_908,Shoes,2023-07-01,148.14
User_727,Books,2023-08-21,495.64
User_728,Technology,2024-04-28,386.64
User_900,Technology,2023-09-16,408.9
User_981,Clothing,2023-03-05,457.32
User_7,Cosmetics,2023-04-20,12.49
User_891,Shoes,2024-07-21,197.77
User_704,Technology,2023-08-01,60.14
User_193,Shoes,2024-02-28,498.96
User_260,Books,2023-07-30,131.89
User_708,Books,2024-07-26,57.15
User_554,Clothing,2023-11-03,250.9
User_668,Food & Beverage,2024-08-14,429.53
User_217,Cosmetics,2024-06-10,116.63
User_564,Toys,2023-10-21,143.03
User_112,Toys,2024-01-26,18.69
User_438,Shoes,2023-05-11,219.57
User_921,Clothing,2024-03-23,315.77
User_168,Cosmetics,2023-06-19,64.13
User_947,Cosmetics,2024-06-13,370.57
User_274,Technology,2024-05-03,216.89
User_596,Books,2024-08-19,436.05
User_760,Clothing,2023-09-25,315.33
User_545,Clothing,2024-06-25,80.04
User_464,Books,2024-09-17,98.66
User_276,Technology,2024-09-30,269.59
User_808,Cosmetics,2024-02-04,87.85
User_257,Toys,2023-01-03,222.79
User_919,Clothing,2023-09-19,388.0
User_335,Food & Beverage,2024-05-12,22.72
User_535,Cosmetics,2024-08-12,364.33
User_596,Food & Beverage,2024-04-08,442.61
User_700,Cosmetics,2024-07-04,270.4
User_998,Toys,2023-10-21,204.38
User_587,Books,2023-11-09,425.9
User_735,Technology,2023-05-02,442.2
User_251,Shoes,2024-07-23,20.14
User_818,Food & Beverage,2023-02-01,373.33
User_821,Cosmetics,2023-07-17,432.42
User_750,Shoes,2024-03-31,128.71
User_244,Cosmetics,2023-05-08,360.21
User_627,Technology,2023-12-25,168.76
User_651,Technology,2023-07-07,474.36
User_486,Toys,2024-06-22,301.63
User_355,Toys,2023-09-15,401.0
User_549,Cosmetics,2024-04-12,313.83
User_313,Books,2024-02-11,495.11
User_563,Cosmetics,2023-02-12,203.01
User_643,Food & Beverage,2024-02-05,154.75
User_753,Food & Beverage,2023-08-20,140.74
User_498,Technology,2023-02-03,331.95
User_757,Books,2023-10-21,126.97
User_61,Clothing,2023-04-18,370.55
User_73,Cosmetics,2024-03-02,220.71
User_999,Shoes,2023-07-24,57.87
User_140,Technology,2023-01-18,414.11
User_722,Technology,2024-03-16,325.28
User_61,Toys,2023-01-16,430.98
User_529,Books,2024-03-28,255.47
User_976,Cosmetics,2023-08-27,380.31
User_778,Toys,2023-01-14,80.42
User_484,Technology,2023-08-06,231.02
User_697,Clothing,2024-02-11,465.95
User_72,Cosmetics,2023-07-25,436.85
User_151,Shoes,2023-02-14,127.27
User_630,Cosmetics,2023-08-11,356.83
User_689,Technology,2024-07-28,303.33
User_365,Shoes,2023-04-10,96.54
User_753,Toys,2023-04-23,483.12
User_578,Shoes,2024-07-28,160.63
User_849,Food & Beverage,2023-06-23,349.2
User_441,Books,2023-01-19,169.31
User_964,Food & Beverage,2023-01-22,179.52
User_924,Books,2024-07-01,88.55
User_503,Cosmetics,2024-07-19,31.48
User_926,Toys,2023-11-18,440.83
User_314,Clothing,2023-02-22,391.59
User_352,Technology,2023-10-07,262.56
User_656,Shoes,2023-10-24,241.06
User_602,Books,2023-03-07,27.78
User_770,Technology,2023-04-17,224.04
User_363,Shoes,2024-03-25,215.69
User_906,Books,2023-05-31,117.69
User_401,Shoes,2023-09-01,428.51
User_477,Shoes,2023-11-16,79.27
User_307,Cosmetics,2023-09-29,395.19
User_997,Cosmetics,2023-07-27,281.35
User_390,Books,2024-07-02,464.02
User_382,Food & Beverage,2023-04-20,156.99
User_706,Food & Beverage,2024-03-04,171.68
User_552,Food & Beverage,2023-09-30,458.69
User_112,Shoes,2023-09-18,115.2
User_944,Technology,2023-10-10,143.02
User_523,Clothing,2023-03-14,168.86
User_711,Technology,2024-03-12,123.65
User_414,Food & Beverage,2023-01-28,232.74
User_574,Technology,2023-05-15,305.9
User_645,Clothing,2024-08-05,196.74
User_137,Shoes,2024-05-29,401.5
User_817,Technology,2024-02-13,473.53
User_948,Food & Beverage,2023-12-07,209.27
User_458,Cosmetics,2024-08-29,325.9
User_574,Cosmetics,2023-10-14,158.3
User_784,Technology,2024-05-03,152.17
User_928,Cosmetics,2024-07-11,268.04
User_704,Books,2024-01-27,335.4
User_255,Cosmetics,2023-02-03,247.59
User_850,Toys,2023-12-30,260.9
User_882,Books,2024-09-09,241.22
User_918,Toys,2024-01-31,160.6
User_354,Food & Beverage,2023-02-13,422.12
User_386,Shoes,2024-08-15,142.08
User_821,Technology,2023-12-04,339.46
User_147,Food & Beverage,2023-11-02,307.31
User_235,Shoes,2023-07-30,55.87
User_171,Technology,2024-08-26,230.58
User_347,Toys,2023-05-18,314.75
User_932,Toys,2024-09-24,84.4
User_466,Toys,2024-08-03,403.98
User_619,Books,2023-05-24,98.0
User_809,Clothing,2023-07-28,210.58
User_683,Cosmetics,2023-01-11,245.5
User_21,Food & Beverage,2023-01-22,71.08
User_21,Clothing,2023-06-26,195.82
User_965,Shoes,2023-11-14,108.42
User_432,Books,2023-03-05,366.95
User_221,Cosmetics,2023-10-08,86.56
User_254,Toys,2024-02-17,189.08
User_788,Books,2024-03-02,336.21
User_701,Food & Beverage,2023-10-16,499.75
User_566,Toys,2023-12-16,74.04
User_856,Toys,2023-04-02,148.39
User_444,Clothing,2024-08-21,109.47
User_327,Shoes,2023-10-27,117.25
User_913,Food & Beverage,2024-07-25,83.64
User_954,Clothing,2024-08-19,321.41
User_863,Technology,2024-03-09,52.91
User_777,Books,2023-10-23,219.06
User_333,Books,2024-09-07,197.08
User_627,Clothing,2023-09-08,16.4
User_632,Technology,2024-09-11,246.65
User_615,Toys,2023-09-13,413.46
User_511,Shoes,2024-09-07,476.46
User_520,Technology,2024-06-11,256.09
User_615,Food & Beverage,2023-01-03,293.72
User_377,Toys,2024-02-02,198.71
User_726,Clothing,2024-01-18,246.74
User_220,Cosmetics,2023-06-12,343.45
User_946,Food & Beverage,2023-11-10,319.38
User_365,Books,2023-11-13,139.13
User_191,Books,2024-08-07,134.61
User_119,Shoes,2023-09-18,86.62
User_618,Cosmetics,2023-10-15,43.34
User_511,Cosmetics,2024-01-08,260.95
User_162,Food & Beverage,2024-09-18,145.18
User_245,Clothing,2023-10-08,317.53
User_779,Toys,2024-04-23,22.72
User_730,Clothing,2024-08-03,267.48
User_350,Clothing,2023-01-22,87.23
User_636,Clothing,2023-01-29,12.17
User_495,Technology,2024-05-13,362.3
User_338,Cosmetics,2023-10-21,148.95
User_855,Technology,2024-05-30,106.1
User_413,Books,2024-08-09,214.13
User_85,Food & Beverage,2023-04-19,73.22
User_178,Books,2023-07-19,359.26
User_198,Books,2024-04-12,13.23
User_260,Toys,2023-06-17,138.51
User_575,Technology,2023-07-25,486.19
User_450,Food & Beverage,2024-08-29,324.91
User_838,Food & Beverage,2023-10-18,107.2
User_70,Shoes,2023-05-26,279.31
User_710,Technology,2023-05-10,52.86
User_838,Food & Beverage,2023-05-28,495.49
User_231,Technology,2024-04-19,463.86
